order_date,ship_date,platform,category,product_name,quantity,campaign,voucher_code,discount_pct,discount_value,shipping_cost,net_sales,payment_method,customer_segment,region,stock_status,order_status,customer_rating,priority_flag,is_high_value,order_priority,valid_transaction
2024-12-10,2024/03/31,TIKTOK SHOP,HOME LIVING,VACUUM CLEANER,1,FLASH SALE,DISC10,10.0,59563,15000,0,VIRTUAL ACCOUNT,NEW,SEMARANG,IN STOCK,CANCEL,5,N,NO,LOW,VALID
2024-01-24,2024-01-26,TIKTOK SHOP,FASHION,MEN T-SHIRT,5,PAYDAY SALE,DISC15,15.0,388372,0,2200778,VIRTUAL ACCOUNT,RETURNING,BANDUNG,IN STOCK,COMPLETED,4,NORMAL,YES,HIGH,VALID
13/09/2024,09-20-2024,TIKTOK SHOP,SPORTS,YOGA MAT,1,NORMAL DAY,NONE,0.0,0,9000,734868,TRANSFER BANK,NEW,SURABAYA,PREORDER,COMPLETED,5,NO,NO,MEDIUM,VALID
2024/02/03,02-05-2024,SHOPEE,BEAUTY,FACE WASH,8,MEGA CAMPAIGN,DISC20,20.0,230306,0,921222,COD,RETURNING,MAKASSAR,PREORDER,COMPLETED,4,Y,NO,MEDIUM,VALID
2024/06/01,05/06/2024,TIKTOK SHOP,HOME LIVING,RICE COOKER,8,CLEARANCE,CLEAR30,30.0,149136,0,347984,COD,RETURNING,BEKASI,IN STOCK,COMPLETED,4,NO,NO,LOW,VALID
2024/04/14,04-24-2024,SHOPEE,ELECTRONICS,WIRELESS EARBUDS,6,MEGA CAMPAIGN,DISC20,20.0,225050,18000,900202,CREDIT CARD,NEW,MAKASSAR,IN STOCK,SHIPPED,5,PRIORITY,NO,MEDIUM,VALID
2024-02-17,2024/02/22,SHOPEE,BEAUTY,FACE WASH,4,NORMAL DAY,NONE,0.0,0,0,702852,VIRTUAL ACCOUNT,NEW,JAKARTA,IN STOCK,COMPLETED,5,NO,NO,MEDIUM,VALID
2024/09/25,09-29-2024,TOKOPEDIA,SPORTS,YOGA MAT,3,NORMAL DAY,NONE,0.0,0,0,680913,TRANSFER BANK,RETURNING,YOGYAKARTA,PREORDER,SHIPPED,5,NO,NO,MEDIUM,VALID
2024-12-29,2025/01/02,LAZADA,SPORTS,CYCLING GLOVES,5,FLASH SALE,DISC10,10.0,43154,9000,388381,COD,VIP,SEMARANG,IN STOCK,COMPLETED,3,YES,NO,LOW,VALID
2024/10/28,11-02-2024,SHOPEE,HOME LIVING,RICE COOKER,1,FLASH SALE,DISC10,10.0,64139,12000,577250,VIRTUAL ACCOUNT,RETURNING,BEKASI,LOW STOCK,COMPLETED,4,NO,NO,MEDIUM,VALID
12/02/2024,02-19-2024,TIKTOK SHOP,ELECTRONICS,POWER BANK,1,NORMAL DAY,NONE,0.0,0,18000,1908501,COD,NEW,JAKARTA,IN STOCK,COMPLETED,5,NORMAL,YES,HIGH,VALID
2024-10-05,2024/03/31,TOKOPEDIA,SPORTS,RUNNING SHOES,5,FLASH SALE,DISC10,10.0,261114,15000,2350031,UNKNOWN,NEW,JAKARTA,IN STOCK,COMPLETED,4,NORMAL,YES,HIGH,VALID
2024/12/13,12-20-2024,LAZADA,BEAUTY,SUNSCREEN,2,NORMAL DAY,NONE,0.0,0,18000,264784,E-WALLET,RETURNING,SEMARANG,PREORDER,COMPLETED,4,NO,NO,LOW,VALID
2024/01/30,2024-02-04,TIKTOK SHOP,SPORTS,DUMBBELL 5KG,4,NORMAL DAY,NONE,0.0,0,20000,1042552,TRANSFER BANK,NEW,SURABAYA,LOW STOCK,COMPLETED,5,NORMAL,YES,HIGH,VALID
2024-02-08,2024-02-10,TOKOPEDIA,SPORTS,SKIPPING ROPE,2,CLEARANCE,CLEAR30,30.0,359685,20000,839265,VIRTUAL ACCOUNT,RETURNING,MAKASSAR,IN STOCK,COMPLETED,4,NO,NO,MEDIUM,VALID
2024-06-26,2024/03/31,BLIBLI,HOME LIVING,RICE COOKER,3,NORMAL DAY,NONE,0.0,0,12000,0,COD,RETURNING,BANDUNG,IN STOCK,CANCELLED,5,N,NO,LOW,INVALID
26/04/2024,03/05/2024,BLIBLI,HOME LIVING,TABLE LAMP,1,FLASH SALE,DISC10,10.0,33730,15000,303570,VA,RETURNING,SURABAYA,IN STOCK,COMPLETED,5,NORMAL,NO,LOW,VALID
07-01-2024,08/07/2024,TIKTOK SHOP,HOME LIVING,TABLE LAMP,3,NORMAL DAY,NONE,0.0,0,15000,1243881,TRANSFER BANK,VIP,BANDUNG,IN STOCK,COMPLETED,4,PRIORITY,YES,HIGH,VALID
08-08-2024,10/08/2024,TOKOPEDIA,BEAUTY,SUNSCREEN,1,NORMAL DAY,NONE,0.0,0,20000,313309,VIRTUAL ACCOUNT,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,5,N,NO,LOW,VALID
2024-02-13,20/02/2024,SHOPEE,SPORTS,YOGA MAT,4,NORMAL DAY,NONE,0.0,0,12000,190712,COD,NEW,BANDUNG,IN STOCK,COMPLETED,5,NORMAL,NO,LOW,VALID
2024/07/22,25/07/2024,LAZADA,SPORTS,DUMBBELL 5KG,1,CLEARANCE,CLEAR30,30.0,220657,12000,514865,EWALLET,RETURNING,SEMARANG,IN STOCK,COMPLETED,5,NO,NO,MEDIUM,VALID
2024/10/28,04/11/2024,LAZADA,SPORTS,SKIPPING ROPE,3,NORMAL DAY,NONE,0.0,0,20000,611736,TRANSFER BANK,RETURNING,BANDUNG,IN STOCK,COMPLETED,4,NORMAL,NO,MEDIUM,VALID
2024-07-17,2024-07-18,LAZADA,HOME LIVING,BLENDER,2,CLEARANCE,CLEAR30,30.0,203355,15000,474495,TRANSFER BANK,RETURNING,MEDAN,IN STOCK,COMPLETED,4,NO,NO,LOW,VALID
2024-02-21,2024/02/27,SHOPEE,BEAUTY,SKINCARE SERUM,6,NORMAL DAY,NONE,0.0,0,25000,1378152,VIRTUAL ACCOUNT,NEW,MAKASSAR,IN STOCK,COMPLETED,4,NO,YES,HIGH,VALID
03-11-2024,03-14-2024,TIKTOK SHOP,SPORTS,SKIPPING ROPE,2,NORMAL DAY,NONE,0.0,0,12000,1429452,E-WALLET,NEW,SEMARANG,IN STOCK,COMPLETED,4,NO,YES,HIGH,VALID
2024-04-25,2024-04-28,LAZADA,FASHION,SNEAKERS,1,PAYDAY SALE,DISC15,15.0,38357,15000,217358,CREDIT CARD,RETURNING,SURABAYA,IN STOCK,COMPLETED,3,NO,NO,LOW,VALID
08-25-2024,2024/08/29,LAZADA,FASHION,HOODIE,5,NORMAL DAY,NONE,0.0,RP 0,0,2292070,VIRTUAL ACCOUNT,VIP,MEDAN,IN STOCK,COMPLETED,5,PRIORITY,YES,HIGH,VALID
2024/02/18,02-21-2024,SHOPEE,ELECTRONICS,WIRELESS EARBUDS,3,NORMAL DAY,NONE,0.0,0,18000,1981404,CREDIT CARD,VIP,SEMARANG,IN STOCK,SHIPPED,5,YES,YES,HIGH,VALID
2024/09/27,2024/10/03,SHOPEE,BEAUTY,SUNSCREEN,1,MEGA CAMPAIGN,DISC20,20.0,67947,12000,271786,E-WALLET,NEW,BANDUNG,IN STOCK,COMPLETED,4,NORMAL,NO,LOW,VALID
03-06-2024,2024/03/07,TOKOPEDIA,BEAUTY,SKINCARE SERUM,2,NORMAL DAY,NONE,0.0,0,12000,188026,VIRTUAL ACCOUNT,RETURNING,JAKARTA,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
09/05/2024,16/05/2024,SHOPEE,BEAUTY,BODY LOTION,4,FLASH SALE,DISC10,10.0,134910,15000,1214186,TRANSFER BANK,NEW,SEMARANG,IN STOCK,COMPLETED,4,N,YES,HIGH,VALID
2024-01-16,01-18-2024,SHOPEE,HOME LIVING,STORAGE BOX,4,FLASH SALE,DISC10,10.0,78492,25000,706428,TRANSFER BANK,RETURNING,BANDUNG,IN STOCK,COMPLETED,5,NORMAL,NO,MEDIUM,VALID
2024/06/20,2024/06/25,BLIBLI,SPORTS,SKIPPING ROPE,1,NORMAL DAY,NONE,0.0,0,9000,131988,TRANSFER BANK,RETURNING,BEKASI,LOW STOCK,COMPLETED,4,NO,NO,LOW,VALID
2024-03-03,12/03/2024,LAZADA,SPORTS,SKIPPING ROPE,1,MEGA CAMPAIGN,DISC20,20.0,75510,25000,302038,TRANSFER BANK,RETURNING,MEDAN,IN STOCK,COMPLETED,5,PRIORITY,NO,LOW,VALID
09-17-2024,2024-09-19,SHOPEE,ELECTRONICS,POWER BANK,3,NORMAL DAY,NONE,0.0,0,18000,1102197,VIRTUAL ACCOUNT,RETURNING,MAKASSAR,LOW STOCK,COMPLETED,5,NO,YES,HIGH,VALID
2024-05-30,04/06/2024,TIKTOK SHOP,BEAUTY,BODY LOTION,1,NORMAL DAY,NONE,0.0,0,12000,325599,CREDIT CARD,VIP,YOGYAKARTA,LOW STOCK,SHIPPED,5,Y,NO,LOW,VALID
2024/10/02,2024/03/31,BLIBLI,BEAUTY,SKINCARE SERUM,1,NORMAL DAY,NONE,0.0,0,0,0,E-WALLET,RETURNING,SURABAYA,IN STOCK,CANCELLED,5,N,NO,LOW,INVALID
2024-05-29,2024/06/01,BLIBLI,BEAUTY,FACE WASH,3,PAYDAY SALE,DISC15,15.0,23168,9000,131284,COD,RETURNING,MAKASSAR,PREORDER,COMPLETED,5,NO,NO,LOW,VALID
08/02/2024,2024-02-09,LAZADA,SPORTS,RUNNING SHOES,2,PAYDAY SALE,DISC15,15.0,139990,0,793280,VIRTUAL ACCOUNT,RETURNING,BANDUNG,PREORDER,COMPLETED,4,NO,NO,MEDIUM,VALID
23/11/2024,2024/03/31,TIKTOK SHOP,FASHION,JEANS,3,PAYDAY SALE,DISC15,15.0,67910,25000,0,TRANSFER BANK,NEW,YOGYAKARTA,IN STOCK,CANCELLED,5,NO,NO,LOW,INVALID
22/09/2024,2024-09-27,TIKTOK SHOP,ELECTRONICS,PHONE CHARGER,4,CLEARANCE,CLEAR30,30.0,354413,20000,826963,E-WALLET,VIP,SURABAYA,IN STOCK,SHIPPED,5,PRIORITY,NO,MEDIUM,VALID
2024-01-16,2024-01-22,TIKTOK SHOP,FASHION,JEANS,2,NORMAL DAY,NONE,0.0,0,12000,935882,TRANSFER BANK,RETURNING,JAKARTA,IN STOCK,COMPLETED,4,NO,NO,MEDIUM,VALID
06-12-2024,2024-06-18,SHOPEE,BEAUTY,BODY LOTION,2,NORMAL DAY,NONE,0.0,0,15000,130560,CREDIT CARD,RETURNING,SEMARANG,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
14/04/2024,2024/04/18,BLIBLI,SPORTS,YOGA MAT,1,NORMAL DAY,NONE,0.0,0,20000,405821,CREDIT CARD,RETURNING,BANDUNG,IN STOCK,COMPLETED,5,N,NO,LOW,VALID
01/06/2024,06-05-2024,LAZADA,FASHION,SNEAKERS,2,MEGA CAMPAIGN,DISC20,20.0,198163,0,792651,E-WALLET,RETURNING,JAKARTA,IN STOCK,COMPLETED,4,PRIORITY,NO,MEDIUM,VALID
20/03/2024,21/03/2024,LAZADA,FASHION,HOODIE,1,FLASH SALE,DISC10,10.0,23238,9000,209147,VIRTUAL ACCOUNT,NEW,YOGYAKARTA,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
07-06-2024,2024/07/11,TOKOPEDIA,HOME LIVING,BLENDER,2,CLEARANCE,CLEAR30,30.0,161441,15000,376697,COD,NEW,MAKASSAR,PREORDER,COMPLETED,4,N,NO,LOW,VALID
04-20-2024,2024-04-22,LAZADA,FASHION,WOMEN DRESS,6,FLASH SALE,DISC10,10.0,228829,0,2059457,CREDIT CARD,RETURNING,MEDAN,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
2024/01/02,01-03-2024,SHOPEE,SPORTS,DUMBBELL 5KG,1,PAYDAY SALE,DISC15,15.0,27065,0,153366,VIRTUAL ACCOUNT,NEW,SEMARANG,IN STOCK,COMPLETED,4,NORMAL,NO,LOW,VALID
2024/10/20,10-29-2024,SHOPEE,BEAUTY,LIP TINT,2,MEGA CAMPAIGN,DISC20,20.0,83451,12000,333805,E-WALLET,VIP,SURABAYA,IN STOCK,COMPLETED,4,PRIORITY,NO,LOW,VALID
2024/07/03,2024/07/10,TIKTOK SHOP,SPORTS,SKIPPING ROPE,4,FLASH SALE,DISC10,10.0,66850,12000,601654,TRANSFER BANK,NEW,SEMARANG,PREORDER,COMPLETED,5,NO,NO,MEDIUM,VALID
03-23-2024,2024-03-24,TIKTOK SHOP,FASHION,JEANS,1,PAYDAY SALE,DISC15,15.0,38958,9000,220763,VIRTUAL ACCOUNT,NEW,BANDUNG,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
12-30-2024,01-01-2025,SHOPEE,FASHION,SNEAKERS,3,CLEARANCE,CLEAR30,30.0,274621,9000,640781,VIRTUAL ACCOUNT,RETURNING,SURABAYA,IN STOCK,COMPLETED,5,NORMAL,NO,MEDIUM,VALID
07/07/2024,08/07/2024,TIKTOK SHOP,BEAUTY,FACE WASH,5,NORMAL DAY,NONE,0.0,0,9000,862970,COD,RETURNING,BEKASI,PREORDER,COMPLETED,5,NO,NO,MEDIUM,VALID
2024-05-08,2024/05/13,LAZADA,HOME LIVING,TABLE LAMP,2,FLASH SALE,DISC10,10.0,147841,15000,1330571,VIRTUAL ACCOUNT,RETURNING,SEMARANG,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
2024/04/13,2024-04-15,TOKOPEDIA,BEAUTY,LIP TINT,5,PAYDAY SALE,DISC15,15.0,236679,0,1341181,CREDIT CARD,VIP,BANDUNG,LOW STOCK,COMPLETED,3,NO,YES,HIGH,VALID
2024-06-12,2024-06-13,BLIBLI,FASHION,HOODIE,6,FLASH SALE,DISC10,10.0,210278,0,1892506,TRANSFER BANK,RETURNING,MAKASSAR,IN STOCK,COMPLETED,4,N,YES,HIGH,VALID
2024-09-29,10-04-2024,LAZADA,HOME LIVING,RICE COOKER,6,FLASH SALE,DISC10,10.0,126640,0,1139762,TRANSFER BANK,RETURNING,MAKASSAR,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
29/12/2024,2025-01-04,TOKOPEDIA,HOME LIVING,BLENDER,2,CLEARANCE,CLEAR30,30.0,285398,20000,665930,VIRTUAL ACCOUNT,RETURNING,MEDAN,LOW STOCK,ON DELIVERY,5,NO,NO,MEDIUM,VALID
07-22-2024,2024-07-25,TOKOPEDIA,FASHION,HOODIE,4,NORMAL DAY,NONE,0.0,RP 0,15000,408888,VIRTUAL ACCOUNT,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,4,NO,NO,LOW,VALID
04-22-2024,28/04/2024,TIKTOK SHOP,FASHION,HOODIE,3,CLEARANCE,CLEAR30,30.0,156047,15000,364111,CREDIT CARD,NEW,BANDUNG,IN STOCK,SHIPPED,5,NORMAL,NO,LOW,VALID
06/06/2024,2024/06/16,TOKOPEDIA,HOME LIVING,STORAGE BOX,4,MEGA CAMPAIGN,DISC20,20.0,346372,25000,1385488,VIRTUAL ACCOUNT,RETURNING,SURABAYA,IN STOCK,COMPLETED,3,YES,YES,HIGH,VALID
2024/11/13,2024-11-15,BLIBLI,HOME LIVING,STORAGE BOX,2,FLASH SALE,DISC10,10.0,44041,25000,396367,VIRTUAL ACCOUNT,RETURNING,MAKASSAR,PREORDER,COMPLETED,5,NO,NO,LOW,VALID
2024/05/24,2024-05-29,BLIBLI,HOME LIVING,RICE COOKER,1,NORMAL DAY,NONE,0.0,0,0,600007,VIRTUAL ACCOUNT,RETURNING,MEDAN,IN STOCK,COMPLETED,5,NO,NO,MEDIUM,VALID
2024/08/17,19/08/2024,TOKOPEDIA,FASHION,MEN T-SHIRT,3,NORMAL DAY,NONE,0.0,0,25000,708090,COD,NEW,MAKASSAR,LOW STOCK,COMPLETED,5,NO,NO,MEDIUM,VALID
2024/02/08,02-15-2024,TIKTOK SHOP,SPORTS,YOGA MAT,4,CLEARANCE,CLEAR30,30.0,1052860,18000,2456672,E-WALLET,RETURNING,BEKASI,LOW STOCK,COMPLETED,5,N,YES,HIGH,VALID
22/04/2024,28/04/2024,LAZADA,ELECTRONICS,POWER BANK,1,NORMAL DAY,NONE,0.0,0,12000,1202356,CREDIT CARD,NEW,MEDAN,PREORDER,COMPLETED,5,NO,YES,HIGH,VALID
2024-06-29,2024-07-06,BLIBLI,FASHION,JEANS,5,NORMAL DAY,NONE,0.0,0,25000,387295,TRANSFER BANK,NEW,BANDUNG,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
2024/12/08,09/12/2024,LAZADA,FASHION,HOODIE,2,FLASH SALE,DISC10,10.0,76214,15000,685924,COD,NEW,BANDUNG,IN STOCK,COMPLETED,5,NO,NO,MEDIUM,VALID
2024/11/22,11-30-2024,TIKTOK SHOP,ELECTRONICS,POWER BANK,1,MEGA CAMPAIGN,DISC20,20.0,335766,12000,1343063,COD,NEW,JAKARTA,LOW STOCK,COMPLETED,4,Y,YES,HIGH,VALID
03-24-2024,2024-03-30,TIKTOK SHOP,ELECTRONICS,BLUETOOTH SPEAKER,4,NORMAL DAY,NONE,0.0,0,9000,1027864,COD,NEW,BEKASI,PREORDER,COMPLETED,5,NO,YES,HIGH,VALID
05-25-2024,06-01-2024,LAZADA,SPORTS,CYCLING GLOVES,3,FLASH SALE,DISC10,10.0,38595,20000,347355,VIRTUAL ACCOUNT,RETURNING,JAKARTA,IN STOCK,COMPLETED,3,N,NO,LOW,VALID
2024/08/04,2024/03/31,SHOPEE,SPORTS,YOGA MAT,2,NORMAL DAY,NONE,0.0,0,0,0,E-WALLET,RETURNING,BANDUNG,IN STOCK,CANCEL,5,N,NO,LOW,VALID
2024/05/31,07/06/2024,BLIBLI,FASHION,MEN T-SHIRT,1,PAYDAY SALE,DISC15,15.0,79541,9000,450731,COD,NEW,MAKASSAR,IN STOCK,COMPLETED,4,NORMAL,NO,LOW,VALID
2024-11-23,2024/11/25,SHOPEE,BEAUTY,SUNSCREEN,2,PAYDAY SALE,DISC15,15.0,RP 77.911,15000,441495,TRANSFER BANK,RETURNING,SURABAYA,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
26/08/2024,2024/03/31,BLIBLI,HOME LIVING,BLENDER,3,NORMAL DAY,NONE,0.0,0,18000,0,VIRTUAL ACCOUNT,NEW,BEKASI,IN STOCK,CANCELLED,5,NORMAL,NO,LOW,INVALID
17/12/2024,18/12/2024,TOKOPEDIA,HOME LIVING,VACUUM CLEANER,1,CLEARANCE,CLEAR30,30.0,193820,12000,452246,E-WALLET,RETURNING,BEKASI,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
12/09/2024,2024/09/16,SHOPEE,HOME LIVING,TABLE LAMP,1,FLASH SALE,DISC10,10.0,110911,0,998201,COD,RETURNING,BANDUNG,LOW STOCK,COMPLETED,5,N,NO,MEDIUM,VALID
21/07/2024,07-28-2024,TIKTOK SHOP,ELECTRONICS,BLUETOOTH SPEAKER,1,NORMAL DAY,NONE,0.0,0,20000,2433753,CREDIT CARD,RETURNING,MAKASSAR,IN STOCK,COMPLETED,3,NORMAL,YES,HIGH,VALID
23/08/2024,08-25-2024,BLIBLI,HOME LIVING,TABLE LAMP,1,MEGA CAMPAIGN,DISC20,20.0,18557,15000,74229,CREDIT CARD,NEW,MEDAN,IN STOCK,COMPLETED,3,NO,NO,LOW,VALID
2024/09/14,2024/03/31,TIKTOK SHOP,ELECTRONICS,POWER BANK,6,PAYDAY SALE,DISC15,15.0,220856,0,1251520,VIRTUAL ACCOUNT,RETURNING,BEKASI,IN STOCK,COMPLETED,3,NO,YES,HIGH,VALID
2024-10-23,02/11/2024,TOKOPEDIA,HOME LIVING,VACUUM CLEANER,2,MEGA CAMPAIGN,DISC20,20.0,241286,18000,965146,CREDIT CARD,NEW,MEDAN,LOW STOCK,COMPLETED,4,Y,NO,MEDIUM,VALID
2024/10/04,10-09-2024,BLIBLI,FASHION,WOMEN DRESS,1,CLEARANCE,CLEAR30,30.0,84641,20000,197496,VIRTUAL ACCOUNT,RETURNING,SURABAYA,IN STOCK,COMPLETED,4,NORMAL,NO,LOW,VALID
2024/09/15,21/09/2024,TOKOPEDIA,HOME LIVING,STORAGE BOX,4,MEGA CAMPAIGN,DISC20,20.0,577934,12000,2311734,E-WALLET,RETURNING,YOGYAKARTA,IN STOCK,COMPLETED,4,PRIORITY,YES,HIGH,VALID
10-18-2024,10-20-2024,LAZADA,BEAUTY,SKINCARE SERUM,2,CLEARANCE,CLEAR30,30.0,163892,20000,382416,BANK TRANSFER,RETURNING,MEDAN,IN STOCK,COMPLETED,4,NO,NO,LOW,VALID
03-22-2024,27/03/2024,SHOPEE,ELECTRONICS,SMARTWATCH,3,MEGA CAMPAIGN,DISC20,20.0,620261,20000,2481043,TRANSFER BANK,NEW,MAKASSAR,IN STOCK,SHIPPED,5,NORMAL,YES,HIGH,VALID
26/05/2024,29/05/2024,BLIBLI,FASHION,HOODIE,5,NORMAL DAY,NONE,0.0,0,25000,1190520,CREDIT CARD,NEW,SURABAYA,IN STOCK,COMPLETED,4,NO,YES,HIGH,VALID
13/06/2024,2024/06/19,BLIBLI,SPORTS,DUMBBELL 5KG,6,FLASH SALE,DISC10,10.0,224784,12000,2023056,COD,RETURNING,BEKASI,LOW STOCK,SHIPPED,5,NO,YES,HIGH,VALID
06-06-2024,2024/03/31,BLIBLI,HOME_LIVING,RICE COOKER,1,FLASH SALE,DISC10,10.0,72676,9000,654083,UNKNOWN,NEW,BANDUNG,IN STOCK,COMPLETED,4,N,NO,MEDIUM,VALID
04/11/2024,2024/11/13,TOKOPEDIA,BEAUTY,SKINCARE SERUM,2,MEGA CAMPAIGN,DISC20,20.0,99799,18000,399197,VIRTUAL ACCOUNT,RETURNING,MEDAN,LOW STOCK,COMPLETED,5,NORMAL,NO,LOW,VALID
2024-04-08,2024-04-13,TOKOPEDIA,FASHION,HOODIE,6,NORMAL DAY,NONE,0.0,0,15000,1676046,CREDIT CARD,NEW,SEMARANG,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
02-16-2024,22/02/2024,TOKOPEDIA,BEAUTY,SKINCARE SERUM,3,PAYDAY SALE,DISC15,15.0,106926,0,605916,TRANSFER BANK,RETURNING,BEKASI,IN STOCK,COMPLETED,5,NORMAL,NO,MEDIUM,VALID
2024-02-19,2024/03/31,LAZADA,ELECTRONICS,WIRELESS EARBUDS,1,CLEARANCE,CLEAR30,30.0,648365,9000,0,TRANSFER BANK,RETURNING,JAKARTA,IN STOCK,CANCELLED,5,NORMAL,NO,LOW,INVALID
2024/03/29,2024/04/02,SHOPEE,FASHION,WOMEN DRESS,1,CLEARANCE,CLEAR30,30.0,142994,18000,333654,CREDIT CARD,NEW,SURABAYA,IN STOCK,COMPLETED,5,NORMAL,NO,LOW,VALID
02-28-2024,02-29-2024,TIKTOK SHOP,ELECTRONICS,WIRELESS EARBUDS,1,PAYDAY SALE,DISC15,15.0,108273,9000,613548,CREDIT CARD,RETURNING,YOGYAKARTA,LOW STOCK,COMPLETED,5,NO,NO,MEDIUM,VALID
2024/07/27,2024-07-30,LAZADA,FASHION,JEANS,3,NORMAL DAY,NONE,0.0,0,20000,1604544,UNKNOWN,RETURNING,SEMARANG,IN STOCK,COMPLETED,5,N,YES,HIGH,VALID
08/10/2024,2024-10-15,SHOPEE,SPORTS,YOGA MAT,3,CLEARANCE,CLEAR30,30.0,376141,0,877661,COD,RETURNING,BEKASI,IN STOCK,COMPLETED,4,NO,NO,MEDIUM,VALID
09/02/2024,2024/02/16,TIKTOK SHOP,BEAUTY,SUNSCREEN,3,NORMAL DAY,NONE,0.0,0,20000,758544,VIRTUAL ACCOUNT,RETURNING,BEKASI,IN STOCK,COMPLETED,4,N,NO,MEDIUM,VALID
2024-02-20,02-21-2024,BLIBLI,BEAUTY,SKINCARE SERUM,3,PAYDAY SALE,DISC15,15.0,73157,25000,414559,VIRTUAL ACCOUNT,NEW,MEDAN,IN STOCK,COMPLETED,5,N,NO,LOW,VALID
11-11-2024,2024/11/12,BLIBLI,HOME LIVING,RICE COOKER,1,FLASH SALE,NONE,10.0,110562,25000,995063,E-WALLET,NEW,MEDAN,IN STOCK,SHIPPED,5,NORMAL,NO,MEDIUM,VALID
2024/07/04,07-11-2024,SHOPEE,FASHION,MEN T-SHIRT,3,PAYDAY SALE,DISC15,15.0,RP 182.838,0,1036083,E-WALLET,VIP,JAKARTA,LOW STOCK,COMPLETED,5,PRIORITY,YES,HIGH,VALID
10-03-2024,2024/10/04,BLIBLI,BEAUTY,SKINCARE SERUM,3,CLEARANCE,CLEAR30,30.0,277033,25000,646409,TRANSFER BANK,NEW,SURABAYA,IN STOCK,COMPLETED,5,NO,NO,MEDIUM,VALID
25/05/2024,2024-05-30,BLIBLI,SPORTS,CYCLING GLOVES,2,FLASH SALE,DISC10,10.0,131531,18000,1183781,E-WALLET,NEW,BEKASI,IN STOCK,COMPLETED,4,NORMAL,YES,HIGH,VALID
18/09/2024,2024/09/23,TOKOPEDIA,BEAUTY,BODY LOTION,5,NORMAL DAY,NONE,0.0,0,9000,1374425,E-WALLET,NEW,SEMARANG,IN STOCK,COMPLETED,5,NORMAL,YES,HIGH,VALID
2024/03/08,17/03/2024,SHOPEE,BEAUTY,SUNSCREEN,1,MEGA CAMPAIGN,DISC20,20.0,57257,0,229030,E-WALLET,NEW,JAKARTA,IN STOCK,SHIPPED,5,N,NO,LOW,VALID
11-30-2024,2024/12/03,TIKTOK SHOP,FASHION,JEANS,4,CLEARANCE,CLEAR30,30.0,485216,0,1132172,VIRTUAL ACCOUNT,RETURNING,MEDAN,IN STOCK,COMPLETED,3,NO,YES,HIGH,VALID
2024-03-22,2024-03-25,TOKOPEDIA,BEAUTY,SUNSCREEN,3,NORMAL DAY,NONE,0.0,0,18000,183579,VIRTUAL ACCOUNT,VIP,YOGYAKARTA,IN STOCK,SHIPPED,5,PRIORITY,NO,LOW,VALID
06/05/2024,2024/05/13,SHOPEE,FASHION,WOMEN DRESS,4,MEGA CAMPAIGN,DISC20,20.0,220891,0,883565,E-WALLET,NEW,JAKARTA,IN STOCK,COMPLETED,5,Y,NO,MEDIUM,VALID
11-06-2024,2024/11/07,LAZADA,HOME LIVING,STORAGE BOX,4,NORMAL DAY,NONE,0.0,0,9000,739104,VIRTUAL ACCOUNT,RETURNING,MAKASSAR,IN STOCK,COMPLETED,5,N,NO,MEDIUM,VALID
2024-02-11,13/02/2024,LAZADA,SPORTS,CYCLING GLOVES,4,CLEARANCE,CLEAR30,30.0,538200,25000,1255800,CREDIT CARD,RETURNING,MEDAN,IN STOCK,COMPLETED,5,NO,YES,HIGH,VALID
21/12/2024,12-25-2024,SHOPEE,FASHION,SNEAKERS,1,CLEARANCE,CLEAR30,30.0,129771,15000,302799,COD,NEW,YOGYAKARTA,IN STOCK,COMPLETED,5,NO,NO,LOW,VALID
2024/03/16,03-18-2024,LAZADA,ELECTRONICS,POWER BANK,2,NORMAL DAY,NONE,0.0,0,20000,712960,TRANSFER BANK,RETURNING,JAKARTA,IN STOCK,COMPLETED,5,N,NO,MEDIUM,VALID
2024/10/07,10-13-2024,TIKTOK SHOP,FASHION,WOMEN DRESS,3,MEGA CAMPAIGN,DISC20,20.0,306637,20000,1226549,CREDIT CARD,VIP,MAKASSAR,IN STOCK,COMPLETED,4,YES,YES,HIGH,VALID
05/03/2024,08/03/2024,BLIBLI,FASHION,SNEAKERS,2,MEGA CAMPAIGN,DISC20,20.0,116320,0,465280,E-WALLET,NEW,BANDUNG,PREORDER,COMPLETED,5,NO,NO,LOW,VALID
10-22-2024,29/10/2024,TIKTOK SHOP,HOME LIVING,VACUUM CLEANER,2,NORMAL DAY,NONE,0.0,0,20000,0,TRANSFER BANK,NEW,MEDAN,IN STOCK,RETURNED,3,N,NO,LOW,VALID
